Index,Phase 1,Phase 2,Phase 3,Phase 4,Phase 5,Phase 6,Phase 7,Phase 8,Phase 9,Phase 10,Phase 11
17,0.0,0.0,0.0,0.0,0.0,0.004731670148337478,0.0,0.0,0.00014199560262662865,0.010315871791949677,0.001260650360614052
25,0.0,0.0,0.0,0.0,0.00032927934386228313,0.0005678004178004974,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.012421767424734486,0.00012821033205772192,0.0,0.048838397691091814,0.4362518886679793,1.429908173799627e-09,1.827336728187938e-05
19,0.0,0.0,0.0,0.0,0.012421767424734486,0.0034760885644584444,0.010169910905226993,0.018501302448749375,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.00619732473547051,0.004170136925130096,0.0,8.903390821187258e-64,0.0,1.519858722315555e-11
77,0.0,0.0,0.0,0.0,0.0,0.0033670825742784637,0.01826811889029645,0.036532700021837,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.00030226138568040456,0.1344377906947701,0.15550071035123414,1.5964793473836445e-09,1.1044083916524298e-05
20,0.0,0.0,0.0,0.0,0.0,0.01297788133682503,0.026649479868426234,0.03653814464792976,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.00015113069284020228,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,1.9850992452918835e-56,4.630946478993786e-05,0.0,0.010315871791949677,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.02286825755023861,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0004697384712557514,0.0,8.490935155093439e-70,0.0,4.725623706466146e-07
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0009253932453808122,0.0,0.0,0.0,3.128892394885933e-07
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003194901059099145,0.350739640926289,0.00029126872308988215
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.00015113069284020228,0.0182663500109185,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.003569248602053645,0.012504024918025488,0.012658494763567289,2.322231880641088e-10,7.164357139246023e-08
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182663500109185,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.161456101995501e-05,0.0,1.3825797276416618e-11,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015993204029691205,0.0,1.3825797276416618e-11,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006529164881596401,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023495243783087114,0.00010101486574806682,0.0,6.115932510052056e-10
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014796372018621047,0.025316989527134577,2.953409502186316e-10,0.009437625535797186
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.543648826331262e-05,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024484368305986503,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020912293345586228,0.0002183062294039358,0.0,8.833672205808387e-08
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014604325435245109,3.0562627398993974e-12,1.1042090257260483e-07
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048378656394228526,1.2113359327695779e-12,1.1552583270325752e-07
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021299340393994296,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4281048790723474e-05,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005063397905426915,7.18815942924438e-11,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.903390821187258e-64,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007595096858140372,2.1672919521034414e-09,0.002670120849679583
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013152795097044196,4.2447639652410014e-05
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.364738448685672e-05,0.011550016510531226
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1060637821133295e-10,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.623111258801633e-105,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3825797276416618e-11,0.006908619489400918
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6534113246577046e-09,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.023540343835722e-09,0.0068631654847440444
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.149354904109914e-10,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.623111258801633e-105,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3825797276416618e-11,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7321451972604522e-09,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.825374461797644e-05
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5202101231596976e-10,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079703990751969e-08
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.085928263257289e-07
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011650748923595288
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015716650368540752
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017288315405394827
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023301497847190577
