ID,0
1,0.5463910796025788
3,0.2980946631382842
85,0.19061181579919984
76,0.1658774444630568
83,0.15352180271841845
8,0.15239397677796265
12,0.14189335589468527
87,0.14108007414121285
2,0.1143017983857542
9,0.10068037663051319
82,0.10006653319969881
6,0.09733603139768353
11,0.09269035950804848
88,0.08638933030560703
5,0.08553047384744338
84,0.08190166093507921
89,0.07835380827899845
37,0.07099701233159755
4,0.07086969700825439
41,0.06386946987541972
19,0.06188276066890807
90,0.06167924444338147
86,0.05815382948587467
13,0.05211172342676842
81,0.0520332711393193
14,0.051697333545449205
15,0.047777800029916835
55,0.04192306140306103
77,0.04058592846263486
34,0.04012817121053514
27,0.03710989507231346
31,0.035360799458782476
47,0.03391190182200819
49,0.0328886171071435
64,0.032471698715003224
7,0.03152333895009411
20,0.02947353113368463
17,0.029129125576417406
52,0.028760442998619695
96,0.026803393685974345
