ID,0
41,0.05036907536907536
14,0.03267098754903633
79,0.02194055944055944
37,0.015950783633710462
7,0.007977502295684115
9,0.007481933389191453
22,0.006984478935698448
31,0.006964809384164223
13,0.005681818181818182
107,0.005681818181818182
2,0.005117510669241589
58,0.004312354312354313
71,0.0032150776053215075
78,0.0023530762167125806
27,0.0021756021756021756
30,0.0018078512396694215
19,0.0010185892538833714
49,0.0006842619745845552
20,0.0005543237250554324
73,0.00044345898004434584
24,0.0003325942350332594
102,5.8275058275058275e-05
90,0.0
