OffenderID,E Centrality,#ofCrimes
73668,0.0006469942106183881,1
77947,0.0006469942106183881,3
79228,0.0006469942106183881,1
125160,0.0006469942106183881,1
169985,0.0006469942106183881,1
36175,0.0006469942106183881,1
227051,0.0006469942106183881,2
329040,0.0005841254580306531,5
438087,0.0005757592516495464,5
508787,0.0005757059864649553,9
166534,0.0005718740457768553,12
236098,0.0005718155429387153,1
321649,0.0005718155429387153,1
284156,0.0005717370950416537,8
532862,0.0005717370950416537,2
475874,0.0005716579296858412,7
186162,0.0005716579296858412,2
341868,0.0005679267285537735,5
477012,0.0005402914674504583,13
411538,0.0005402666414162386,2
509345,0.0005402666414162386,3
487505,0.0005402418222552635,2
528421,0.0005402418222552635,3
364565,0.0005402418222552635,1
367684,0.0005402418222552635,1
155234,0.0005402418222552635,4
534222,0.0005402418222552635,5
158855,0.0005402418222552635,1
419873,0.0005402418222552635,2
262163,0.0005402418222552635,2
351199,0.0005402418222552635,1
161940,0.0004967925110323752,2
390007,0.0004967921984613251,4
114612,0.0004967465544599174,1
25287,0.0004967465544599174,1
31876,0.0004967465544599174,2
65554,0.0004967465544599173,1
373816,0.0004961750492600549,2
229097,0.00047978322953936864,12
234294,0.0004797388464370877,1
410082,0.0004797388464370877,4
478909,0.00017754580266313069,5
174841,0.00017752861225641583,3
304179,0.00017750997992236277,9
444953,0.00017750962903180026,8
79831,0.00017749243324319115,8
62232,0.00017749242966931742,2
516347,0.00017749242966931742,3
530477,0.0001774745361754643,4
319800,0.00017747453442458106,7
382406,0.00017747453442458106,3
345087,0.00017747453442458106,4
584703,0.00017747453442458106,3
229706,0.00017745699670147376,4
99084,0.00017745699670147376,2
144228,0.00017745699670147376,11
274702,0.00017745699670147376,2
359869,0.00017745699670147376,1
189647,0.00017745699670147376,1
146031,0.00017745699670147376,1
525531,0.00017745699670147376,4
446951,0.00017745699670147376,2
190895,0.00017745699670147376,4
361606,0.00017745699670147376,1
447494,0.00017745699670147376,1
404908,0.00017745699670147376,2
148425,0.00017745699670147376,1
278699,0.00017745699670147376,6
150503,0.00017745699670147376,1
450693,0.00017745699670147376,1
365179,0.00017745699670147376,9
451279,0.00017745699670147376,1
60072,0.00017745699670147376,1
530216,0.00017745699670147376,3
367278,0.00017745699670147376,3
367448,0.00017745699670147376,1
564730,0.00017745699670147376,4
63304,0.00017745699670147376,1
154552,0.00017745699670147376,1
241799,0.00017745699670147376,1
497462,0.00017745699670147376,1
457602,0.00017745699670147376,1
458261,0.00017745699670147376,1
372900,0.00017745699670147376,2
500057,0.00017745699670147376,5
417214,0.00017745699670147376,4
570232,0.00017745699670147376,4
117270,0.00017745699670147376,1
291020,0.00017745699670147376,2
571251,0.00017745699670147376,2
502884,0.00017745699670147376,1
163573,0.00017745699670147376,4
73586,0.00017745699670147376,5
251422,0.00017745699670147376,1
464696,0.00017745699670147376,1
379767,0.00017745699670147376,1
295393,0.00017745699670147376,1
466192,0.00017745699670147376,2
124040,0.00017745699670147376,1
297292,0.00017745699670147376,2
255855,0.00017745699670147376,1
469199,0.00017745699670147373,8
469907,0.00017745699670147373,3
470390,0.00017745699670147373,1
385269,0.00017745699670147373,2
171609,0.00017745699670147373,1
259048,0.00017745699670147373,1
579020,0.00017745699670147373,1
303355,0.00017745699670147373,1
346903,0.00017745699670147373,5
347239,0.00017745699670147373,1
220534,0.00017745699670147373,1
306362,0.00017745699670147373,3
88453,0.00017745699670147373,1
349313,0.00017745699670147373,3
392148,0.00017745699670147373,1
89289,0.00017745699670147373,2
517245,0.00017745699670147373,3
224244,0.00017745699670147373,1
352634,0.00017745699670147373,1
225478,0.00017745699670147373,1
481268,0.00017745699670147373,4
396669,0.00017745699670147373,1
47221,0.00017745699670147373,2
270117,0.00017745699670147373,1
141449,0.00017745699670147373,1
522126,0.00017745699670147373,1
89156,0.00017571888205761708,2
91379,0.00017571888205761708,2
296469,0.00016768746125771399,6
307331,0.000167652968532323,11
277423,0.00016761914154269196,4
171981,0.00016761914154269196,2
128317,0.00016761914154269196,2
265149,0.00016761914154269196,7
438426,0.00016644877878416872,10
317579,0.00016643216628523815,7
288681,0.00016643216628523815,3
374587,0.00016643216628523815,5
469654,0.00016643216628523815,2
388065,0.00016643216628523815,4
261704,0.00016643216628523815,4
377845,0.00015638378406637634,3
320942,7.529335660253756e-05,1
427700,1.347054537563935e-05,1
300669,1.347054537563935e-05,1
46348,1.347054537563935e-05,1
442707,1.0464082763635748e-05,4
308552,1.0464082763635748e-05,1
328414,8.907155058023138e-06,5
462202,8.906745855942985e-06,12
321444,8.90633669145924e-06,3
344126,8.90633669145924e-06,18
356578,8.90633669145924e-06,2
421182,8.72414047381974e-06,12
501621,8.723338772289272e-06,23
135748,8.664888294944553e-06,4
486378,8.663200503383803e-06,1
356495,8.662398951731962e-06,3
153722,8.468541433785494e-06,5
424056,6.626437440763158e-06,4
359309,6.62582203156522e-06,2
354574,6.625817858719353e-06,22
342666,6.625817828937526e-06,16
125114,6.6255123298052485e-06,4
350937,6.6255123298052485e-06,12
99586,6.625206874161223e-06,2
274954,6.625206874161223e-06,2
274986,6.625206874161223e-06,1
189331,6.625206874161223e-06,1
190126,6.625206874161223e-06,1
233876,6.625206874161223e-06,1
319345,6.625206874161223e-06,1
236680,6.625206874161223e-06,1
58312,6.625206874161223e-06,2
407049,6.625206874161223e-06,1
194805,6.625206874161223e-06,1
194920,6.625206874161223e-06,1
451404,6.625206874161223e-06,1
153762,6.625206874161223e-06,2
111946,6.625206874161223e-06,1
243640,6.625206874161223e-06,1
329819,6.625206874161223e-06,1
202058,6.625206874161223e-06,1
288380,6.625206874161223e-06,1
159003,6.625206874161223e-06,1
205269,6.625206874161223e-06,2
248618,6.625206874161223e-06,1
252218,6.625206874161223e-06,1
121757,6.625206874161223e-06,4
76130,6.625206874161223e-06,1
253077,6.625206874161223e-06,2
166958,6.625206874161223e-06,3
28212,6.625206874161223e-06,2
29160,6.625206874161223e-06,1
343561,6.625206874161223e-06,1
259166,6.625206874161223e-06,1
304450,6.625206874161223e-06,1
582060,6.625206874161223e-06,1
221303,6.625206874161223e-06,1
88395,6.625206874161223e-06,1
42330,6.625206874161223e-06,1
90248,6.625206874161223e-06,1
437746,6.625206874161223e-06,1
267983,6.625206874161223e-06,1
45552,6.625206874161223e-06,1
46045,6.625206874161223e-06,2
353916,6.625206874161223e-06,1
355193,6.625206874161223e-06,1
95231,6.625206874161223e-06,1
204416,6.547232240913602e-06,12
125720,6.545986026498906e-06,18
100586,6.545685145623075e-06,1
113400,6.545685145623075e-06,1
384345,6.41179532896559e-06,18
25322,6.411787686669537e-06,1
348255,6.411787672895149e-06,16
132675,6.411490959628735e-06,3
56343,6.411194218439203e-06,1
210134,6.411194218439203e-06,1
36553,6.411194218439203e-06,2
106541,5.839950778096226e-06,3
324475,5.8396750119501705e-06,2
383345,5.8394030732593505e-06,3
415572,5.83940303581106e-06,3
386092,5.83940303581106e-06,2
317753,5.839134759763625e-06,1
275837,5.839134759763625e-06,1
407999,5.839134759763625e-06,1
408851,5.839134759763625e-06,3
281635,5.839134759763625e-06,1
324334,5.839134759763625e-06,1
239667,5.839134759763625e-06,1
152645,5.839134759763625e-06,2
240053,5.839134759763625e-06,1
326792,5.839134759763625e-06,1
326822,5.839134759763625e-06,1
327121,5.839134759763625e-06,3
412740,5.839134759763625e-06,3
416399,5.839134759763625e-06,1
69425,5.839134759763625e-06,3
247469,5.839134759763625e-06,3
419495,5.839134759763625e-06,1
250558,5.839134759763625e-06,1
250559,5.839134759763625e-06,1
337674,5.839134759763625e-06,1
300860,5.839134759763625e-06,1
82742,5.839134759763625e-06,1
83341,5.839134759763625e-06,1
346628,5.839134759763625e-06,1
347542,5.839134759763625e-06,5
178779,5.839134759763625e-06,1
308705,5.839134759763625e-06,1
225513,5.839134759763625e-06,1
311477,5.839134759763625e-06,1
313533,5.839134759763625e-06,2
298544,5.801566847008554e-06,4
436832,5.801566847008554e-06,2
494459,5.355546928997079e-06,10
312564,5.354056908059813e-06,2
531783,5.354051873964676e-06,17
555794,5.35380404473336e-06,3
417817,5.317634747446658e-06,8
474975,4.5423336554676565e-06,17
253608,4.540845408915255e-06,1
402796,4.400294367466598e-06,1
200379,4.400294367466598e-06,2
118039,4.400294367466598e-06,1
296327,3.942446703924642e-06,1
430135,3.942446703924642e-06,2
500461,3.915815946728859e-06,3
399301,3.915634853066365e-06,6
305511,3.915634835772525e-06,8
453199,3.915272588899512e-06,2
266641,3.889392143365492e-06,1
189087,3.889212254538907e-06,1
68697,3.889212254538907e-06,3
122882,3.889212254538907e-06,1
515832,3.6747647563702957e-06,1
185530,3.6747647563702957e-06,1
515257,3.674255994879277e-06,1
554037,3.674255994879277e-06,2
360270,3.6026102083224703e-06,4
460391,3.5830937748107064e-06,10
122884,3.401730842082743e-06,1
77572,3.401730842082743e-06,5
265148,3.3859945789898972e-06,18
421813,3.378594158949035e-06,5
384446,3.378594158949035e-06,5
317066,3.374397037843427e-06,3
119567,3.2629192316784625e-06,2
509419,3.2629192316784625e-06,2
53519,1.82781169487086e-06,8
82780,1.8097249403068333e-06,7
443927,1.7923483896274272e-06,3
218556,1.7914482704517306e-06,3
494973,1.7910941795379344e-06,1
449728,1.7910905703134197e-06,4
470703,1.7910905703134197e-06,1
432137,1.7910905703134197e-06,17
355213,1.7910905703134197e-06,6
324750,1.7739001434344591e-06,10
490839,1.7735459839000694e-06,13
499454,1.7735459474680663e-06,8
411310,1.7733724257004368e-06,13
386007,1.7731953254005245e-06,4
277492,1.7730183156475322e-06,2
466929,1.7730183156475322e-06,4
353064,1.7730183156475322e-06,1
592545,1.7730183156475318e-06,2
210897,1.726316175587954e-06,2
267017,1.7263161755879535e-06,1
414150,1.6628680523565519e-06,3
439578,1.1865715401452274e-07,3
407968,8.004831933566849e-08,3
360100,8.000065945569131e-08,4
335541,8.000065945569131e-08,1
308623,6.100550286662924e-08,5
233103,6.100270035296537e-08,2
101303,6.100270035296537e-08,1
244279,6.100270035296537e-08,1
159274,6.100270035296537e-08,1
308445,6.100270035296537e-08,1
357258,6.057595210872692e-08,5
304494,6.057595210872692e-08,1
524201,6.057316920021343e-08,2
467787,5.9348001400216675e-08,11
526011,5.9336792033633465e-08,9
273243,5.389708691076079e-08,6
512284,4.9982823176625115e-08,13
538186,4.582000428250092e-08,3
528727,4.5779847141726695e-08,1
196697,4.5779847141726695e-08,2
469244,4.5779847141726695e-08,1
271350,4.5779847141726695e-08,2
58575,4.5425123150013156e-08,2
532456,4.542498754100705e-08,18
279416,4.541864623925341e-08,2
509502,4.541652165343507e-08,2
403256,4.5412214130622425e-08,1
303537,4.5412214130622425e-08,3
327184,4.510891316057284e-08,7
299720,4.510460629426261e-08,6
439908,4.5102498019444484e-08,2
371675,4.510249780305474e-08,13
459250,4.510040387859496e-08,1
310263,4.510040387859496e-08,1
49765,4.452520603276919e-08,4
365178,4.426976751621523e-08,69
390747,4.391454200309714e-08,2
62552,4.361422686206566e-08,19
267973,4.361419941081214e-08,4
96757,4.361217918337431e-08,2
385055,4.361217908913188e-08,2
387447,4.361217908913188e-08,3
262877,4.026668638930455e-08,13
157865,4.0264835997045295e-08,4
277675,4.026483599704529e-08,1
324831,3.9987206602251714e-08,1
518929,3.9987206602251714e-08,7
497771,3.971893141551771e-08,11
472376,3.9713392841945256e-08,1
440992,3.9713392841945256e-08,1
528013,3.692959101461201e-08,3
428324,3.692959101461201e-08,1
552346,3.692959101461201e-08,1
560300,3.668352529806837e-08,27
528261,3.66750341141024e-08,18
499486,3.666983757380789e-08,33
568882,3.666307634338095e-08,4
108306,3.665962411960867e-08,1
158150,3.665962411960867e-08,1
539970,3.6435689662737556e-08,64
571247,3.642722653640068e-08,34
521851,3.636534502050364e-08,2
352771,3.635434417220398e-08,2
205876,3.448174136674159e-08,8
126410,3.4170507251537366e-08,1
450864,3.383036642309379e-08,14
296485,3.3826989631025724e-08,1
456002,3.153644066681224e-08,16
360740,3.153499158394677e-08,20
578875,3.153499158394677e-08,2
392958,3.153499158394677e-08,7
334196,3.0897366198658865e-08,18
325590,3.089301943043626e-08,8
422491,3.089159046145606e-08,15
526593,2.6638201887603573e-08,33
399923,2.663075719578211e-08,1
508424,2.662952561083608e-08,1
141736,2.6451053735361804e-08,2
224547,1.8262153111667488e-08,12
143930,1.7900623040379134e-08,7
308315,1.789704988011581e-08,2
166552,1.7727048395044784e-08,3
343289,1.772527913861219e-08,2
503434,1.7723616159101657e-08,2
443799,1.7721739373130965e-08,4
460547,1.7719969410106085e-08,6
520604,1.7716466251746852e-08,5
212686,1.4273584473509519e-08,10
510594,1.4263281621817584e-08,11
404594,1.4258620214098159e-08,2
500108,1.425378586624833e-08,18
518536,1.425378586624833e-08,3
590247,1.4249132393705475e-08,1
590850,1.4249132393705475e-08,4
456047,1.4249132393705475e-08,1
112577,1.4249132393705475e-08,1
19843,1.4249132393705475e-08,2
69438,1.4249132393705475e-08,4
374688,1.4249132393705475e-08,1
537127,1.4249132393705475e-08,1
22078,1.4249132393705475e-08,1
71573,1.4249132393705475e-08,1
162754,1.4249132393705475e-08,1
166660,1.4249132393705475e-08,1
426914,1.4249132393705475e-08,1
385892,1.4249132393705475e-08,1
429658,1.4249132393705475e-08,1
261980,1.4249132393705475e-08,1
474625,1.4249132393705475e-08,1
264099,1.4249132393705475e-08,2
349907,1.4249132393705475e-08,3
89725,1.4249132393705475e-08,1
550801,1.4249132393705475e-08,1
350549,1.4249132393705475e-08,1
551565,1.4249132393705475e-08,1
395864,1.4249132393705475e-08,1
95954,1.4249132393705475e-08,1
456221,1.4045670099806535e-08,3
404034,1.4021267642108725e-08,3
424041,1.3804408782899978e-08,24
422170,1.3776099891468013e-08,5
273548,1.3469904989724783e-08,24
414983,1.324643757658862e-08,17
504539,1.3193854809408833e-08,8
434190,1.3141562909769141e-08,5
508658,1.310364133376201e-08,14
572600,1.2949696622134959e-08,6
577587,1.2949696622134959e-08,3
247168,1.2942636143891089e-08,9
438700,1.2940937668573182e-08,6
397933,1.2735035234941169e-08,10
84824,1.2705405950742146e-08,8
228070,1.2483261826727884e-08,8
578387,1.2469655402982474e-08,3
460978,1.2268180961578452e-08,14
305284,1.2096904073412256e-08,30
417978,1.20930167895233e-08,20
451721,1.2081053430540054e-08,16
423387,1.2081053430540054e-08,18
438616,1.1847863066231398e-08,29
327001,1.1362763240225889e-08,28
321065,1.131233648185309e-08,14
23812,1.06993227237431e-08,17
578027,1.0478220870404848e-08,25
487598,9.33284741116031e-09,52
429619,9.315863107539266e-09,74
258171,9.291645862045126e-09,40
315511,7.892888729883456e-09,2
275267,7.892888729883456e-09,1
447210,7.892888729883456e-09,1
56922,7.892888729883456e-09,1
104127,7.892888729883456e-09,2
449918,7.892888729883456e-09,1
237584,7.892888729883456e-09,1
365087,7.892888729883456e-09,1
365088,7.892888729883456e-09,1
529810,7.892888729883456e-09,1
65242,7.892888729883456e-09,2
329104,7.892888729883456e-09,1
21178,7.892888729883456e-09,2
21472,7.892888729883456e-09,2
603780,7.892888729883456e-09,3
501898,7.892888729883456e-09,1
572604,7.892888729883456e-09,1
573465,7.892888729883456e-09,1
505857,7.892888729883456e-09,1
424387,7.892888729883456e-09,1
339942,7.892888729883456e-09,1
346491,7.892888729883456e-09,1
131132,7.892888729883456e-09,1
434468,7.892888729883456e-09,2
88567,7.892888729883456e-09,1
349795,7.892888729883456e-09,1
397133,7.892888729883456e-09,2
554933,7.892888729883456e-09,1
73821,7.793483042575225e-09,3
522062,7.778889924349073e-09,4
452802,7.762961489201945e-09,9
168817,7.749105936442257e-09,2
429541,7.749105936442257e-09,3
72182,7.651511097847889e-09,2
341382,7.651511097847889e-09,3
374397,7.484755294867518e-09,9
393623,7.48475214598057e-09,3
556521,7.476410137737411e-09,2
332056,7.476410137737411e-09,2
408050,7.161231680654539e-09,9
373084,7.161231680654539e-09,12
295132,7.161231680654539e-09,10
312656,7.149130478471985e-09,10
480730,7.016003308088454e-09,9
395407,7.002367445881965e-09,28
487058,6.578459344965255e-09,3
486069,6.573666185684659e-09,2
192433,6.573666185684659e-09,3
364087,6.573666185684659e-09,3
373374,6.573666185684659e-09,4
333543,6.573666185684659e-09,4
377669,6.573666185684659e-09,2
504065,6.573666185684659e-09,8
379219,6.573666185684659e-09,3
44856,6.573666185684659e-09,2
355848,6.573666185684659e-09,3
461024,5.3574227012894525e-09,14
426895,1.9676336432514375e-09,3
489562,1.10477638762526e-09,3
267548,9.315384774193004e-10,3
312665,7.749878184431747e-10,1
575459,7.53528248501272e-10,11
536634,6.513602831220128e-10,1
603172,6.513602831220128e-10,1
315366,6.400873902535501e-10,1
235177,5.884942396869533e-10,2
173577,5.884389540010285e-10,4
591194,5.88411878143101e-10,2
55416,5.88411878143101e-10,1
597742,5.88411878143101e-10,3
63977,5.88411878143101e-10,1
456018,5.88411878143101e-10,1
243803,5.88411878143101e-10,1
178546,5.88411878143101e-10,1
584980,5.88411878143101e-10,3
97208,5.84542808705693e-10,4
294838,5.84542808705693e-10,5
215244,5.242477283371643e-10,12
237311,5.23195965613618e-10,2
396406,5.136376029624182e-10,4
392489,4.905934722148853e-10,4
325175,4.277290977899477e-10,1
137394,4.1488735872345236e-10,2
512716,4.1204029765571286e-10,2
486473,4.1202136906986207e-10,2
495735,4.1202136906986207e-10,2
503368,4.1202136906986207e-10,1
484825,4.0361499441540363e-10,1
608791,4.0361499441540363e-10,1
221042,4.0355742656419994e-10,8
333570,4.0353876159060534e-10,26
484238,3.707435026492029e-10,7
563539,3.707068626389542e-10,1
513022,3.707068626389542e-10,1
209210,3.5432127852222073e-10,48
525228,3.498264047050803e-10,3
134183,3.4982617158318137e-10,4
626705,3.49793886502827e-10,2
108940,3.49793886502827e-10,3
198594,3.49793886502827e-10,1
600552,3.49793886502827e-10,3
601912,3.49793886502827e-10,2
