OffenderID,B Centrality,#ofCrimes
557939,0.023849972010306208,20
545460,0.023712703668445828,6
618813,0.02358422126210607,62
233050,0.023462476223188474,29
275126,0.023442505443923664,5
568695,0.02313936062095922,24
650836,0.023052052919242436,11
604841,0.022990734681816487,46
281383,0.022978902190010718,21
536201,0.0229064867538046,19
308052,0.02279170187367884,30
621169,0.02277797534307735,12
204416,0.022745041946929438,12
569157,0.02272031319358662,3
87756,0.022657751156735025,13
265148,0.0225332051456795,18
529635,0.022472247114856646,29
597341,0.022417563334413894,12
290629,0.022395028589113537,11
623817,0.02227669251593688,4
605877,0.022266668145762725,19
484345,0.02213504163092088,29
538186,0.02211724755928714,3
391137,0.022099611761740152,38
586800,0.022093713584438637,27
574223,0.021974436907062397,14
540050,0.021671515179877317,3
596946,0.021481587945526508,36
551530,0.021433504180466235,15
623234,0.021408962289982108,23
434324,0.02137467065720902,13
430141,0.021365069614571557,18
597001,0.02124154504869478,9
539212,0.021237151073432898,11
574909,0.021186689293013792,3
137196,0.02112733429168596,35
587331,0.021124395128460177,5
555107,0.021086194896525728,17
607038,0.021036241772223963,2
592255,0.020989104957828252,11
512374,0.020974290066770256,15
277262,0.020879677835740677,7
583445,0.020765986676072618,4
597339,0.020761983441683236,35
519808,0.020636594726447348,7
237614,0.020528391955627757,16
592585,0.02049868271431109,24
384345,0.020388500163245244,18
558157,0.020270206971395033,3
365178,0.020248868627708843,69
554152,0.020193436099135337,4
609728,0.020190356750993392,67
148029,0.02018035377328841,8
620616,0.02015361508195904,8
331702,0.02008974016370054,16
610618,0.020079073510072102,6
256938,0.020061262260068543,6
614432,0.019932472924080215,6
607667,0.01988636102698752,7
592567,0.019857491296174038,17
335877,0.01982912468875642,63
616354,0.01978020699624212,11
617848,0.0197340408853183,13
603289,0.01969946852516009,5
600917,0.0196746755609643,10
558726,0.01951432454310588,26
604161,0.01951220500625985,2
499938,0.01951003024553991,17
612624,0.01950167861424769,30
603807,0.019495098143270204,7
449600,0.019221675002331632,12
205876,0.01918936482525657,8
171413,0.01912389944867423,2
637213,0.019096668288422224,9
509939,0.01886806624563259,7
337737,0.018852323716972055,2
569849,0.01881195343790371,23
276805,0.01878133270355404,19
577754,0.018709130362263012,4
591730,0.018630744020143836,18
127145,0.01852344996321709,15
591037,0.01836511404036042,5
638520,0.018250164557411415,10
549452,0.01824362273354208,17
428192,0.018188647106103552,36
563495,0.018183922969384845,13
561844,0.018120489660317565,2
415872,0.01811700518505905,39
561432,0.018000232835677792,7
604042,0.017989559661743055,14
548812,0.017969737415972645,7
410448,0.01792980548238743,11
384347,0.0179251635049537,13
636716,0.017757316303728322,20
598786,0.01772910448396559,60
600815,0.017704644561069054,44
631965,0.017700277824709575,2
590912,0.01761080584796916,11
554727,0.01754925679690489,14
383247,0.017537497445794022,23
562703,0.017532101478993867,4
627495,0.017519372789707537,16
501155,0.017404290501587493,39
587328,0.017362776358078497,44
557330,0.017263646765023316,13
605523,0.017187889664647238,15
555092,0.017119171493591347,37
417200,0.017094991162478205,18
534212,0.016909930034647826,26
504348,0.0167902410872028,6
370800,0.01672460234074939,99
628476,0.01670119089564895,17
578637,0.016699603937973227,13
513896,0.01659962680461919,33
468914,0.016581232820001252,42
604843,0.016533147043867366,53
613383,0.016502309924572443,2
604619,0.016369524458818632,11
576588,0.01636864249951398,9
560371,0.016327015710575717,4
504655,0.016273681677853265,14
651577,0.016261543273290303,4
591077,0.016237891692737913,37
615450,0.01615063965711441,3
645105,0.01612949829325171,4
605457,0.01610949249697607,3
349826,0.016108104757069655,54
577499,0.016083921845852084,12
554483,0.01607088254742802,33
637179,0.016054335811855263,6
627667,0.016051556926481497,18
591837,0.015912061476564713,10
319280,0.015902454065528034,5
633538,0.01588386066534788,16
616829,0.01587001648614961,9
610614,0.01585860171704982,39
510274,0.015836570480093046,27
370620,0.015803301513188345,20
458785,0.015795382826978163,30
574161,0.01575519152913414,8
632642,0.015648151116654074,12
534265,0.015604064141049988,9
460839,0.015600962246504218,33
375307,0.015585331133871783,50
356770,0.015533881233045789,10
627185,0.015509258488071722,2
349373,0.015508220794476703,12
583527,0.015504538826262456,56
633477,0.015504332070003872,31
476607,0.015488445391051852,48
95287,0.015485962527943323,18
571653,0.015430396456043835,20
46443,0.015426301079631912,11
271647,0.015414799617325921,8
571968,0.015320763365455655,25
517566,0.015310647084504388,18
606484,0.015287654093411769,1
502245,0.015275063248475674,15
511434,0.015232729545949198,8
585978,0.015035611757843516,25
591427,0.015032219193880873,25
597244,0.015000657233811778,3
449052,0.014950709808611818,35
617979,0.014947828897307086,32
324789,0.01489553601508176,11
552755,0.014878692084404233,12
560014,0.014813064969666537,6
513219,0.014733178639559459,13
438616,0.01472650515088041,29
298544,0.014693231802351246,4
436832,0.014693231802351246,2
591662,0.014680297089646249,4
572001,0.01467202575784925,14
614842,0.014563369622644123,17
610168,0.014562323538804534,11
600992,0.01450864672637648,6
350897,0.014492943081267714,19
658154,0.014461029037257744,12
461434,0.014395407728888922,4
545077,0.014394968551675554,35
596406,0.014386284774551486,19
638479,0.014340395441139167,27
515760,0.014295545578961337,9
425509,0.014290093058475856,12
280075,0.014237174232731511,25
630540,0.014223634590664861,14
630621,0.01413889320536854,5
368646,0.014025988271478445,30
490097,0.014008658797403446,11
635427,0.01396924055402008,3
620478,0.01396924055402008,9
499490,0.013863807555981987,9
633358,0.013814377453635784,22
597033,0.013805497806620201,15
522910,0.013771306031568556,9
645357,0.013760283785636032,6
342854,0.013728540416018552,6
599708,0.01371351856771738,6
482603,0.013670944375688965,14
338958,0.013571727629809772,17
392358,0.013538975614538313,16
613803,0.01352138038431422,6
606246,0.013518551993201969,5
97208,0.013514498899491231,4
294838,0.013514498899491231,5
511300,0.013479577586600048,1
539982,0.013402746763552936,6
364987,0.013359360126719462,21
531965,0.013319506524251627,18
500154,0.013307368493133003,14
535450,0.012848277476229351,15
450818,0.012839991712795132,15
500526,0.01281654760941529,5
397517,0.012771812035529522,11
583649,0.012765087157712327,24
440520,0.012745010292379096,21
641671,0.012711233902468581,23
586225,0.012703681454745078,10
579792,0.012680660284914987,30
522168,0.012669934999463471,28
558272,0.012665969756776805,17
524411,0.012663965672919546,11
484238,0.01257639599490061,7
563651,0.012562544837429903,4
611602,0.012527750262458075,23
619355,0.0125228469742341,14
419671,0.012514905659007826,19
479594,0.012511996988814092,16
521851,0.012378064489581822,2
412840,0.012348262122577041,5
611133,0.012348262122577041,1
615073,0.012348262122577041,33
228133,0.012348262122577041,10
557631,0.01234096122344252,15
360270,0.012335702167422547,4
371678,0.012251059066807728,8
615772,0.01223289084146985,25
591932,0.012198909725385763,37
477501,0.01217609451168168,36
446148,0.012115941658340037,20
546626,0.01202103822408771,30
575571,0.011936448214979122,10
444953,0.011913815311741426,8
502251,0.011904710427396714,24
633709,0.011883771545636641,24
552836,0.011872476500441327,73
646426,0.011809621801773392,7
508075,0.01176592855169169,20
564930,0.01170789841240338,43
476908,0.011682037624642946,15
310079,0.011654556030475912,24
592924,0.011567653585766318,6
286647,0.011562082224140081,12
460894,0.011535620810169388,5
354858,0.011518470276091344,22
412530,0.011415462300200555,27
506568,0.011380397635225255,15
614186,0.011354856098333593,2
619447,0.011288789594071822,11
620826,0.011269980260453642,5
591282,0.011245750193708734,14
616450,0.011239765222672948,2
621455,0.0112190787321101,6
624806,0.011191224249177288,2
603335,0.011163958479921141,10
209210,0.011151640630542276,48
615484,0.01111075046731903,3
609241,0.011046444038350004,2
467385,0.01104152251104964,35
374397,0.011027602126818267,9
590546,0.011027392445373208,21
398328,0.01100322553820113,31
456008,0.010999903673618718,30
324750,0.010924219015809259,10
617813,0.010904344758441264,12
631531,0.010882319145926111,8
553567,0.01086388111792819,30
567634,0.010861262943515056,7
426097,0.010859734549839782,14
510740,0.01085846685443469,36
393373,0.010839744523385845,16
461420,0.01082908077614605,3
614422,0.010823494698695481,7
588590,0.010714409750002336,8
647509,0.010651135223843897,4
595823,0.010632370777729997,4
543732,0.010589909814916929,19
599810,0.010572523804523105,3
500884,0.010541887384091253,14
625896,0.010505365437327231,39
555565,0.010491320396290513,21
561161,0.010478715358595932,8
240064,0.010467511057612353,10
651383,0.010383960665335123,43
261867,0.010383824946746988,14
619196,0.010380635769010748,13
553999,0.010359275434094062,5
571316,0.010352565647017205,25
637377,0.010310376827951816,35
534491,0.010272978687573495,19
433030,0.0102586103051277,20
587787,0.010215979523832415,11
424319,0.01017918645359355,3
209633,0.010143291786914678,30
349606,0.010129009559851047,12
191930,0.01012172855470951,10
595194,0.010003342592519665,3
572541,0.00996344416877501,34
552210,0.009945354664214971,38
505747,0.009913593111367199,13
588115,0.009870625152966075,9
589326,0.009853512783543539,10
541271,0.00982953447271075,14
534781,0.009826907198554087,10
512470,0.009790941055179145,14
500565,0.009789054508333886,35
524294,0.009784365047802382,9
497452,0.009754558682664515,23
648030,0.009714300550130424,5
600311,0.009708314898148981,40
642297,0.009677641901062689,3
576590,0.009602254844121421,15
597738,0.00959491496309687,12
619443,0.009594878929144027,3
576982,0.009589481134700567,25
435956,0.009562451886580175,29
570781,0.009555241283869942,8
533809,0.009449194480798187,17
289897,0.009392424316503549,27
638919,0.009389466124386226,3
602362,0.009355919787018553,31
323646,0.00934189629114492,14
348942,0.009292272871561319,12
635450,0.009228456529318217,2
422185,0.009225505587216885,12
331055,0.009208859105510912,7
566710,0.009203788211522245,30
596412,0.009068057388810875,19
594739,0.009062969364770699,6
502927,0.009062969364770699,7
645227,0.00906151765937979,2
432062,0.00906151765937979,23
584837,0.009061386728048581,5
267578,0.009048334166020872,8
641750,0.00900508325045193,5
618568,0.008953256017067084,23
619038,0.00894628313573827,12
493313,0.008906625715792331,21
477263,0.008905870189873478,20
615864,0.008898926655598098,14
567559,0.008898228193570397,6
418648,0.0088927154992507,11
296469,0.008856478570953478,6
413297,0.008820138887977804,11
467123,0.00881245621768008,7
586801,0.00881199988437798,19
578112,0.008803628552282521,18
607692,0.008783948920074565,9
528828,0.008747055351973832,27
603533,0.008746605532497774,7
307331,0.008745390596565187,11
396588,0.00873802720783224,7
611574,0.008733459631702342,2
646798,0.008733459631702342,4
627916,0.008722833058433315,14
593275,0.00864390850802068,14
622819,0.008621585225032992,7
541487,0.00859794312198,19
618852,0.008589841497843958,8
603328,0.008584939527051933,19
537324,0.008571448111735299,16
648526,0.0085694230093448,2
564237,0.008569392550241493,2
612537,0.008569389531861989,2
508930,0.008569389531861987,8
610034,0.008567841327463781,8
613216,0.008555710799826423,25
561324,0.008550448747578267,11
580264,0.008549486327780855,10
527719,0.008531897958199116,18
135671,0.008511888074714149,12
595729,0.008456730882334843,24
441275,0.008422812617357313,11
292623,0.008410468877559196,27
516391,0.008405976808047708,16
511343,0.008405319432021635,8
406872,0.008405292041353882,5
582214,0.008401498349949327,2
596723,0.008374101238508559,9
300895,0.0083669690760783,9
289273,0.008349038991295058,13
605881,0.008326392041579738,32
345595,0.008313560322482446,24
375951,0.008303242643583206,15
506625,0.008302623736384402,17
347255,0.008283742231630531,8
560889,0.008262629718718125,6
591119,0.008229179472398263,18
318627,0.008215083816512302,19
589004,0.008187811704210504,14
471504,0.008180480004222664,12
615669,0.008171305145674896,23
564482,0.008154417795442325,14
563737,0.008148945405522653,21
275728,0.008147196755242885,17
539615,0.008125378064394227,10
249679,0.008115382663067354,16
450815,0.008114770581895777,8
621504,0.008102295460485439,13
156799,0.008086284521441665,79
592993,0.008085254668808179,3
444810,0.00808399950861142,18
526797,0.008083352404085755,26
324023,0.00807701488833441,2
262159,0.008045309412518766,15
205454,0.008034018387629169,17
625517,0.008007928441985971,4
524066,0.008000228251592443,53
645275,0.007968158260035512,10
538215,0.007962388206555513,1
389992,0.007962388206555513,1
519833,0.007962388206555513,1
535863,0.007938399028049341,2
500662,0.007936247771651578,2
525267,0.007890324921211648,3
450864,0.007860623247674883,14
514558,0.007812416594256056,28
519563,0.007797474740846745,38
563490,0.007753567653531693,3
548398,0.007753567653531693,2
391422,0.007748198724351007,6
445076,0.007733252484823349,11
565723,0.007732510707705735,14
291962,0.00772429042306758,5
332968,0.007706734980719976,15
597199,0.007686720567588886,31
257668,0.00767636950854099,13
272105,0.007632933108883787,18
618395,0.007587776476264549,11
644930,0.007586694544888305,22
421772,0.00757050366375687,11
646150,0.00755462511886749,4
456243,0.007542290935775763,28
545764,0.0075117342364565045,10
592911,0.00750019603162522,8
598097,0.007447700973942473,4
631269,0.007446603354939612,5
563632,0.00743513557069209,8
201915,0.007432413000938131,39
493843,0.007420734488972997,53
514440,0.007409294286522723,32
551393,0.007379789978598437,4
424041,0.007353959214270085,24
473271,0.007320493775219673,1
473443,0.007320493775219673,2
161150,0.007286649576793021,26
519290,0.007284959321488149,8
626488,0.007270887361873812,8
97735,0.007257993407157575,5
610019,0.0072564315684567424,15
536148,0.007255842669100053,5
352092,0.007227848314348447,6
500044,0.007214268277990056,1
51655,0.007201706384098069,3
515262,0.007192212815208482,24
595308,0.0071246719826752744,15
621484,0.007123484487417397,6
86531,0.007123088319250694,35
573355,0.00712305616415003,12
437941,0.007117999133631962,25
412529,0.007098733222702425,14
538989,0.007092101257272736,9
475083,0.0070915260532499235,42
296505,0.007081251559557173,22
594568,0.007077996097497777,5
550277,0.007050090059710145,18
605276,0.00701849948175369,5
512073,0.007014554027399081,4
641296,0.0070099771876823615,13
531033,0.006999869262965818,30
551456,0.006949643746386474,12
453954,0.006927743555420976,9
520757,0.006927743555420976,3
613730,0.006913654925740866,20
656262,0.006905817325884715,5
520890,0.006886405359277367,13
611425,0.006875401546146765,11
422640,0.006864120011276181,13
613844,0.0067994765035414234,32
291246,0.006785644357991655,4
571247,0.006773527496615323,34
661103,0.006768973549790824,12
508742,0.006765912642669429,24
596203,0.006763388136124863,6
407920,0.006762810649546404,1
429588,0.006750851549391636,3
647745,0.006712122285507093,17
480324,0.006669505130059668,44
579236,0.006665474504679137,2
582100,0.006660048263505394,13
545139,0.006657760591046785,12
398018,0.00664702171990465,6
350090,0.006640192770140897,26
261568,0.006601917867165396,21
278791,0.006598411861693014,22
453407,0.006598411861693014,4
603101,0.006598411861693014,3
654239,0.006574855887425451,3
412539,0.006534081713959891,5
520037,0.006519545260406758,16
646108,0.006501488504395764,22
566764,0.006456219775272576,10
611106,0.006441271600794165,19
520403,0.006435012833212609,17
623456,0.006435001876945508,3
458703,0.006433985683171872,3
292638,0.006433985683171872,1
566277,0.006413632617692404,39
528254,0.006408592276920327,5
449996,0.0063979833258871925,12
620231,0.00637567642529428,15
468033,0.006362741885702239,74
481612,0.006361728729072827,23
624528,0.0063581691369354945,18
561640,0.006354970454371461,43
451723,0.006325696678210464,2
590243,0.006324913411135418,2
578266,0.0062997850063327265,5
367866,0.006284456918384821,20
407928,0.006276105874243692,38
566568,0.0062749358613918465,10
582189,0.006271867275558413,14
603540,0.006271846625408104,6
586505,0.006269532113982977,10
174841,0.006262411900234361,3
589174,0.006246524545497157,5
517021,0.006243586884251924,6
376849,0.006212412903869853,9
612715,0.006206863447255702,18
482112,0.0061996203672738705,5
202832,0.00615139590003003,11
475479,0.006144838594281355,15
641384,0.006108611940934216,35
609322,0.006105051154126329,5
566641,0.0060991952584053145,19
448373,0.006090752623719846,9
535323,0.006034125952710377,1
441706,0.00602504370182247,23
597654,0.006022682800739483,18
393982,0.006013926647478804,21
556727,0.006008329153416078,33
478909,0.006007132283756341,5
563625,0.006000481204036401,8
598583,0.005968562294164284,57
322661,0.00596221809977491,7
150771,0.005947257098875044,15
504452,0.005941035835621481,5
618642,0.005941028987954543,25
370708,0.005940546734669985,2
552428,0.005940542803601927,4
474214,0.005935105756052961,40
507437,0.005933880023671015,5
479884,0.0059164281834990385,4
615345,0.00590792170086414,56
614424,0.0059055591718708104,27
610999,0.005881750110426005,19
607261,0.0058790652928193,15
593665,0.005873802999545513,14
549774,0.005864519310866359,4
229171,0.005821677582435107,16
532500,0.005787571095735088,16
556396,0.005781595555353658,19
521477,0.005778910473191589,13
560005,0.005778776258919599,7
579843,0.005776910954445622,14
390246,0.005776472703761574,15
626681,0.005776007062409773,31
508796,0.005776007062409773,3
635974,0.005772680174597546,7
493021,0.005763070909770293,85
379029,0.005758578207288135,5
581811,0.005758351836870678,6
453050,0.005754917028943325,27
576180,0.0057373172256723354,7
346940,0.005737061782835693,13
303829,0.005716688453889211,14
492701,0.005706950251326537,6
434698,0.005692443279882487,4
341720,0.0056656599430652006,10
425608,0.005627027226481836,20
573728,0.005625169651373862,22
528148,0.005613429753961958,11
511702,0.005612744987268133,26
448281,0.005611443930549866,22
629181,0.0055797285362189026,3
624320,0.005577348126688729,5
314953,0.005569925191537165,4
580167,0.005561091185016534,16
523553,0.0055277705681836984,32
628410,0.005527415819394298,26
166552,0.0055143886660141495,3
627249,0.005496814606572382,14
577799,0.0054922856841379845,10
485182,0.005472446741904122,21
377733,0.005447702518722549,13
613275,0.005447628293042605,13
503010,0.005447291658706253,14
556030,0.005446853408022206,4
468724,0.005446853408022205,2
367968,0.005424107997922516,9
583984,0.0054206112337435546,6
524584,0.005404898147861039,9
588535,0.005401912772425945,24
506718,0.005386748780182889,15
404104,0.005364695100097141,22
343289,0.0053488942514506406,2
565928,0.005345738649420107,50
258688,0.005283810458222588,16
524295,0.005283468074875677,51
609642,0.005283426988874048,15
649231,0.0052832626448675295,17
616104,0.005282731950679816,9
405374,0.005282660050176964,3
614270,0.005282358752831683,5
424269,0.005282235494826793,22
647891,0.005272607829517083,13
598359,0.005270320554354247,14
235516,0.0052621951561321635,4
358366,0.005256509784594774,20
321338,0.00517210683452858,7
418367,0.005169491802886834,11
604131,0.005164035816559933,6
629294,0.005152202603241422,2
411809,0.005144780896270803,13
651151,0.00512277161828013,2
381527,0.005122342471818769,51
550081,0.005121890525800844,59
332222,0.005121164673105392,59
525230,0.005117590190963627,22
273824,0.005091758820533014,14
351541,0.005057884827149715,1
595422,0.005016872702858744,6
635587,0.005012006646456987,34
570085,0.005002510787137076,17
626149,0.0049885855996389126,4
593515,0.0049812753638495385,55
532670,0.004972090620717223,9
637679,0.004962082426718965,3
372649,0.004956875447923013,18
483827,0.004955779821212894,2
610593,0.00495532787519497,12
576784,0.004954910167511737,15
420500,0.0049536844351297914,26
604697,0.0049533146611151265,5
252281,0.004952917496432708,13
617566,0.004952917496432708,20
329039,0.004950458655844564,12
302593,0.004946852824432167,10
577310,0.004939359115894982,14
528864,0.004939220592227622,3
605355,0.0049277726984958145,7
235406,0.004895571641508848,19
625481,0.004878324012455003,22
545870,0.004848128518737039,9
168111,0.004831478321866455,14
540577,0.004791432140961424,11
621702,0.004790942782675458,16
471059,0.004790942782675457,19
582399,0.004790722896481553,10
424318,0.004788603163138224,24
613866,0.004788219693789682,4
590888,0.0047882174112340355,2
326863,0.0047882174112340355,18
638153,0.0047882174112340355,2
640305,0.0047882174112340355,2
94201,0.004775292052082988,3
621704,0.004759596109191886,39
609286,0.004713022764999716,10
564820,0.004694695769330878,5
584654,0.0046916214066835575,6
528768,0.004688771733983087,3
591275,0.004677760983086046,17
245170,0.004666539753590028,22
589263,0.00466400684041768,1
579954,0.004659795764744562,5
583567,0.004648862727139046,21
636665,0.004626502908820438,37
503141,0.004625592169117652,16
611006,0.004624327633289723,8
652920,0.004624243178730817,11
662073,0.004624208940396127,27
549289,0.004623496783034549,3
557688,0.004623489935367611,3
436465,0.004623489935367611,4
314308,0.004623489935367611,6
359662,0.004574138101097612,48
320961,0.004573854796009251,7
547677,0.004562595696729902,15
471524,0.004542372472817159,16
601229,0.004536985603634996,15
525228,0.0045320729513499075,3
189131,0.004508509108518285,22
343623,0.004506086152648768,25
327728,0.004491807888599336,31
598336,0.004485232854987293,4
521803,0.00446141022405064,26
528770,0.004461357725270781,28
543503,0.004460761978247153,25
300450,0.004460498654327618,22
530264,0.004459748523540293,18
602578,0.00445972113287254,18
663629,0.004459673199203973,4
527267,0.004459433530861134,12
612652,0.004459422574594032,27
366203,0.004459419835527258,14
602943,0.004459118538181974,3
632764,0.004459091147514221,17
492744,0.004458844631504445,22
616831,0.0044587830025019995,10
407474,0.004458735068833433,20
610549,0.004458735068833433,9
586241,0.004458735068833433,2
553978,0.004458735068833433,2
354714,0.004458735068833433,9
500698,0.004445416356638545,1
616041,0.0044416464899182904,11
628441,0.004428238973456854,21
410542,0.0044167275515697635,5
475973,0.004416212303220187,5
639217,0.00436705089534539,7
539869,0.0043582217251016235,15
233166,0.004337782078619805,9
600266,0.004323732987675727,17
638688,0.004322564869842169,13
454944,0.0042964590577309,44
488070,0.004294528015654314,23
631158,0.004294500624986561,6
596214,0.0042943842146486106,4
625067,0.004293952811631502,21
659150,0.004293952811631502,21
596598,0.004293952811631502,3
518094,0.004293952811631502,11
397386,0.004293952811631502,15
633518,0.004292418934237335,14
602104,0.004291808975225942,8
386844,0.004288597936085794,90
318779,0.004278027727112171,151
616495,0.004276239418720726,13
565400,0.004266943102430641,35
624072,0.004247242598294252,6
603883,0.004246857924032604,4
611883,0.004246524675503058,17
579961,0.004237746973961999,2
607648,0.004214704762155191,28
189405,0.004212547747069644,10
194676,0.0042024912009215485,5
440383,0.004190256281253753,14
540632,0.004186982323951789,5
615468,0.004186287645881313,3
470841,0.00418165989989601,3
589209,0.004181218301954225,6
216970,0.004177463573405684,13
336834,0.004167625322180881,23
618919,0.004153889888491365,18
623943,0.004149965109057153,15
165976,0.004131800058533857,8
508664,0.0041315672378579565,18
379814,0.00413132072184818,12
577706,0.004131224854511045,14
427861,0.004129471851774854,6
642342,0.004129294073297961,20
615278,0.004129145902828593,18
525033,0.0041291431637618175,20
459086,0.0041291431637618175,14
642403,0.0041291431637618175,16
554030,0.0041291431637618175,17
542196,0.0041240416518928255,15
403654,0.004119706492244637,9
556104,0.004096643272760946,32
390798,0.004094468814454892,14
631998,0.004065507282731051,3
507079,0.004056298498071141,7
370530,0.004053119007510482,2
604269,0.004051110575167015,5
541646,0.004034855451970016,6
44470,0.004014767060123245,4
589203,0.004012719130477429,20
446060,0.004002844062151057,9
596064,0.003966408958731791,3
551579,0.0039661549952977075,7
630187,0.003965853697952424,13
543185,0.0039651689312585996,4
359709,0.00396462111790354,6
546623,0.00396462111790354,8
648878,0.00396462111790354,11
98798,0.00396431799451374,2
508477,0.003964309860315439,8
627744,0.003964306125224381,4
634290,0.003964306125224381,2
289086,0.003964306125224381,15
585764,0.00396430612522438,5
571824,0.003963254965300475,12
442603,0.003947316039612196,14
387633,0.003927114791881056,39
588692,0.003926099501243191,36
416009,0.003921928863098183,15
413296,0.003913748230804536,11
588640,0.003908416468466882,29
528098,0.003900843089318696,25
495634,0.0038925735332524494,10
566929,0.003884706106863325,16
388308,0.0038825317546033267,8
425264,0.003871516067128507,11
384385,0.003871516067128507,15
595999,0.0038674374022228774,3
573427,0.0038656435247542958,1
549962,0.0038656435247542958,1
480838,0.0038654795547122638,12
